sample_id,visit_id,pcr_primers_ae,total_sequencing_reads_ae,reads_with_pcr_primers_ae,filtered_reads_ae,pcr_primers_tb,total_sequencing_reads_tb,reads_with_pcr_primers_tb,filtered_reads_tb,anaplasma_bovis_u03775_ae,anaplasma_bovis_ab983439_ae,anaplasma_marginale_cp000030_ae,anaplasma_platys_like_ku585990_ae,anaplasma_phagocytophilum_u02521_ae,candidatus_anaplasma_boleense_ku586025_ae,uncultured_anaplasma_sp_clone_saso_ky924885_ae,uncultured_anaplasma_sp_jn862825_ae,ehrlichia_sp_tibet_ehrlichia_canis_ehrlichia_minasensis_af414399_ay394465_mt163430_ae,ehrlichia_ruminantium_x61659_ae,anaplasma_platys_ef139459_ae,babesia_bigemina_ay603402_tb,babesia_bigemina_lk391709_tb,babesia_bigemina_ku206291_tb,theileria_mutans_af078815_tb,theileria_sp_strain_msd_af078816_tb,theileria_parva_l02366_tb,theileria_taurotragi_l19082_tb,theileria_velifera_af097993_tb,babesia_bovis_kf928959_tb,babesia_bovis_aaxt01000002_tb,babesia_bovis_ay603398_tb,babesia_bigemina_lk391709_2_tb,babesia_bovis_jq437260_tb,calf_id,visit_date,dead_or_alive_at_end_of_study,date_last_visit_with_data,date_of_birth,calf_sex,serology_t_parva,serology_t_mutans,serology_b_bigemina,serology_a_marginale,sample_week,date_of_death,euthanised,immediate_cause_pathology,definitive_aetiological_cause,definitive_cause_pathogen,contributing_pathology_1,contributing_cause_1,agro_ecological_zones,haemonchosis_coinfection,dead_or_alive_simple,event,time_to_event,genotype,died
RED001986,VRC060165,AnEh,2011,1433,1281,ThBa,1627,1246,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA020610165,2008-10-30,Alive,NA,2008-09-30,M,26.5,49.5,23.5,3,6,NA,NA,NA,Alive,NA,NA,NA,Karisa (6),NA,Alive,0,51,CT,No
RED001987,VRC460155,AnEh,50697,39070,35556,ThBa,926,408,256,6274,0,0,1237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA020610155,2008-10-30,Alive,NA,2007-12-14,F,14.5,32,3.5,27,46,NA,NA,NA,Alive,NA,NA,NA,Karisa (6),NA,Alive,0,51,CC,No
RED001988,VRC110340,AnEh,5735,3451,2958,ThBa,321,118,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA031210340,2008-11-03,Alive,NA,2008-08-17,F,4,5,1.5,3,11,NA,NA,NA,Alive,NA,NA,NA,Bumala A (12),NA,Alive,0,51,CC,No
RED001989,VRC110342,AnEh,11184,8691,7568,ThBa,271,45,23,4086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA031210342,2008-11-03,Alive,NA,2008-08-21,F,19.5,44,16.5,5.5,11,NA,NA,NA,Alive,NA,NA,NA,Bumala A (12),NA,Alive,0,51,TT,No
RED001991,VRC160459,AnEh,360374,320747,288009,ThBa,13118,7389,5864,0,0,0,160010,0,0,120363,0,0,0,0,0,0,0,3868,1984,0,0,0,0,0,0,0,0,CA041610459,2008-11-04,Dead: Infectious death,2008-12-09,2008-07-16,F,4,3.5,3,9,16,2008-12-09,Yes,Unknown,Censored,No Pathogen Found,Loss of condition (weight loss),Trypanosomiasis,Ojwando B (16),absent,Dead,0,20.857142857142858,CC,Other
RED001998,VRC160101,AnEh,16651,12448,8753,ThBa,18594,12434,10374,0,0,0,4217,0,0,0,0,0,0,0,0,0,0,7246,3002,0,0,0,0,0,0,0,0,CA020410101,2008-11-05,Alive,NA,2008-07-18,M,15,29.5,4.5,11,16,NA,NA,NA,Alive,NA,NA,NA,Mabusi (4),NA,Alive,0,51,CT,No
RED001999,VRC110102,AnEh,4260,3086,2664,ThBa,10072,6462,3186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2631,0,0,0,0,0,0,CA020410102,2008-11-05,Alive,NA,2008-08-22,M,8,2.5,10,4.5,11,NA,NA,NA,Alive,NA,NA,NA,Mabusi (4),NA,Alive,0,51,CT,No
RED002000,VRC210100,AnEh,28401,15340,12397,ThBa,650,310,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA020410100,2008-11-05,Alive,NA,2008-06-15,M,3,5.5,6.5,2.5,21,NA,NA,NA,Alive,NA,NA,NA,Mabusi (4),NA,Alive,0,51,CC,No
RED002001,VRC010016,AnEh,2654,1903,1560,ThBa,181,32,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA010110016,2008-10-30,Alive,NA,2008-10-26,F,20,9,51,30.5,1,NA,NA,NA,Alive,NA,NA,NA,East Siboti (1),NA,Alive,0,51,CC,No
RED002003,VRC010196,AnEh,5820,3545,2247,ThBa,2645,1290,872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694,0,0,0,0,0,0,0,0,0,CA030710196,2008-11-03,Alive,NA,2008-10-28,M,17.5,36,23.5,12,1,NA,NA,NA,Alive,NA,NA,NA,Otimong (7),NA,Alive,0,51,CT,No
RED002005,VRC010197,AnEh,2968,2197,1805,ThBa,728,191,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA030710197,2008-11-03,Alive,NA,2008-10-29,M,32,24.5,48.5,17,1,NA,NA,NA,Alive,NA,NA,NA,Otimong (7),NA,Alive,0,51,CC,No
RED002007,VRC010464,AnEh,49577,39494,33202,ThBa,397,173,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA041610464,2008-11-04,Dead: Infectious death,2009-08-11,2008-10-29,F,54.5,62,3,23,1,2009-08-24,No,Renal failure,Censored,No Pathogen Found,Chronic nephritis,Unknown,Ojwando B (16),absent,Dead,0,42.714285714285715,CT,Other
RED002010,VRC010167,AnEh,312167,214350,180815,ThBa,955,146,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA020610167,2008-11-05,Alive,NA,2008-10-30,M,28.5,8,7.5,34,1,NA,NA,NA,Alive,NA,NA,NA,Karisa (6),NA,Alive,0,51,CT,No
RED002011,VRC010074,AnEh,13437,8505,6842,ThBa,2538,186,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA010310074,2008-11-07,Alive,NA,2008-11-02,M,30.5,5,72,12,1,NA,NA,NA,Alive,NA,NA,NA,Kokare (3),NA,Alive,0,51,CT,No
RED002014,VRC010495,AnEh,184738,158925,144286,ThBa,702,4,2,0,0,0,132853,0,1322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA041710495,2008-11-10,Alive,NA,2008-11-06,M,63.5,59,105,6.5,1,NA,NA,NA,Alive,NA,NA,NA,Kodiere (17),NA,Alive,0,51,CC,No
RED002016,VRC010554,AnEh,24112,11169,8872,ThBa,19246,237,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA051910554,2008-11-10,Alive,NA,2008-11-06,F,21.5,10,16.5,6,1,NA,NA,NA,Alive,NA,NA,NA,Bujwanga (19),NA,Alive,0,51,TT,No
RED002018,VRC010104,AnEh,124449,72145,65275,ThBa,464,143,100,21728,0,0,26729,0,0,0,0,1636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA020410104,2008-11-11,Dead: Infectious death,2008-11-11,2008-11-06,F,1.5,2,1,1,1,2008-11-13,No,Starvation,Censored,NA,NA,NA,Mabusi (4),absent,Dead,0,1,CT,Other
RED002020,VRC010105,AnEh,12570,6656,5198,ThBa,199,24,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA020410105,2008-11-11,Alive,NA,2008-11-06,M,16.5,10,37.5,16.5,1,NA,NA,NA,Alive,NA,NA,NA,Mabusi (4),NA,Alive,0,51,CT,No
RED002022,VCC010043,AnEh,11640,8497,7063,ThBa,22418,17507,10431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10298,0,0,0,0,0,0,0,0,0,CA010210043,2008-11-11,Alive,NA,2008-09-03,M,NA,NA,NA,NA,1,NA,NA,NA,Alive,NA,NA,NA,Kidera (2),NA,Alive,0,51,CC,No
RED002023,VCC010125,AnEh,29217,17723,15263,ThBa,8886,6799,5091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4757,0,0,0,0,0,0,0,0,0,CA020510125,2008-11-12,Dead: Infectious death,2008-11-26,2008-03-18,F,NA,NA,NA,NA,1,2008-12-17,Yes,Anemia (whole blood loss),Censored,Haemonchus placei,Intestinal mucosa inflammation,Helminthisasis,Kamunuoit (5),absent,Dead,0,39.142857142857146,CC,Other
RED002027,VRC010046,AnEh,95116,82069,74403,ThBa,420,0,0,0,0,0,63318,0,0,0,0,3580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA010210046,2008-11-17,Alive,NA,2008-11-12,F,41.5,6,43.5,8,1,NA,NA,NA,Alive,NA,NA,NA,Kidera (2),NA,Alive,0,51,CC,No
RED002028,VRC010045,AnEh,1023,755,641,ThBa,1256,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA010210045,2008-11-17,Alive,NA,2008-11-10,F,27.5,11,23.5,8.5,1,NA,NA,NA,Alive,NA,NA,NA,Kidera (2),NA,Alive,0,51,CT,No
RED002035,VRC010254,AnEh,4489,2263,1886,ThBa,397,182,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA030910254,2008-11-19,Dead: Infectious death,2009-05-07,2008-11-14,F,90.5,47.5,34,31,1,2009-05-17,No,Lymphoblastic interstitial pneumonia,Dead,Theileria parva,Anaemia,Haemonchosis,Bulwani (9),present,Dead,1,26.285714285714285,CT,ECF
RED002037,VRC010285,AnEh,5513,3568,3070,ThBa,540,278,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA031010285,2008-11-19,Alive,NA,2008-11-15,M,25.5,27.5,29.5,6,1,NA,NA,NA,Alive,NA,NA,NA,Bukati (10),NA,Alive,0,51,CC,No
RED002039,VRC010106,AnEh,2274,1614,1367,ThBa,400,129,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA020410106,2008-11-20,Alive,NA,2008-11-16,F,24,4.5,4,3,1,NA,NA,NA,Alive,NA,NA,NA,Mabusi (4),NA,Alive,0,51,CC,No
RED002043,VRC010255,AnEh,856,620,507,ThBa,17,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA030910255,2008-11-24,Alive,NA,2008-11-18,M,31,27,13,8,1,NA,NA,NA,Alive,NA,NA,NA,Bulwani (9),NA,Alive,0,51,CT,No
RED002045,VRC010136,AnEh,16913,11243,9259,ThBa,1160,579,443,0,0,0,2266,0,0,1902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA020510136,2008-11-25,Alive,NA,2008-11-21,F,61,85,21.5,26,1,NA,NA,NA,Alive,NA,NA,NA,Kamunuoit (5),NA,Alive,0,51,CT,No
RED002046,VRC010135,AnEh,8350,6268,5116,ThBa,2069,1213,935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,0,0,0,CA020510135,2008-11-25,Alive,NA,2008-11-21,M,64,23,53.5,10,1,NA,NA,NA,Alive,NA,NA,NA,Kamunuoit (5),NA,Alive,0,51,CT,No
RED002051,VRC010435,AnEh,269245,178811,152418,ThBa,151,56,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA041510435,2008-11-26,Dead: Infectious death,2009-07-27,2008-11-22,M,96,13.5,4,11.5,1,2009-08-19,No,Lymphoblastic interstitial pneumonia,Dead,Theileria parva,NA,NA,Namboboto (15),absent,Dead,1,38.57142857142857,CT,ECF
RED002053,VRC010315,AnEh,2386,1573,1088,ThBa,1120,661,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA031110315,2008-11-27,Alive,NA,2008-11-23,F,56,5,12,8.5,1,NA,NA,NA,Alive,NA,NA,NA,Ikonzo (11),NA,Alive,0,51,CC,No
RED002060,VRC060225,AnEh,3679,2275,1813,ThBa,242,78,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA030810225,2008-12-01,Alive,NA,2008-10-25,F,10.5,6,2.5,9,6,NA,NA,NA,Alive,NA,NA,NA,Igero (8),NA,Alive,0,51,CC,No
RED002061,VRC010316,AnEh,1676,1263,867,ThBa,427,102,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA031110316,2008-12-02,Alive,NA,2008-11-27,M,76,6.5,61,17.5,1,NA,NA,NA,Alive,NA,NA,NA,Ikonzo (11),NA,Alive,0,51,CT,No
RED002063,VRC010376,AnEh,176,114,78,ThBa,324,80,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA031310376,2008-12-02,Alive,NA,2008-11-28,M,96,51,43,38,1,NA,NA,NA,Alive,NA,NA,NA,Yiro West (13),NA,Alive,0,51,CC,No
RED002065,VRC210369,AnEh,1024,772,482,ThBa,1570,669,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA031310369,2008-12-02,Alive,NA,2008-07-16,M,13,18.5,2,3,21,NA,NA,NA,Alive,NA,NA,NA,Yiro West (13),NA,Alive,0,51,CC,No
RED002067,VRC010168,AnEh,311,216,167,ThBa,81,22,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA020610168,2008-12-03,Alive,NA,2008-11-28,M,91.5,27.5,30,71.5,1,NA,NA,NA,Alive,NA,NA,NA,Karisa (6),NA,Alive,0,51,CC,No
RED002068,VRC010343,AnEh,2731,1970,1506,ThBa,2187,712,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA031210343,2008-12-03,Alive,NA,2008-11-29,M,11,4,2.5,21.5,1,NA,NA,NA,Alive,NA,NA,NA,Bumala A (12),NA,Alive,0,51,CC,No
RED002070,VRC010018,AnEh,2849,2089,1710,ThBa,257,64,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA010110018,2008-12-04,Alive,NA,2008-11-28,F,76.5,14.5,6.5,15,1,NA,NA,NA,Alive,NA,NA,NA,East Siboti (1),NA,Alive,0,51,CC,No
RED002072,VRC360159,AnEh,158806,122983,114973,ThBa,54157,40619,31681,0,0,0,15473,0,0,0,0,0,0,0,0,0,0,4384,0,0,0,27249,0,0,0,0,0,CA020610159,2008-12-04,Alive,NA,2008-03-28,F,7.5,10.5,4,9,36,NA,NA,NA,Alive,NA,NA,NA,Karisa (6),NA,Alive,0,51,TT,No
RED002073,VCC010551,AnEh,487427,325792,292116,ThBa,12818,8611,6675,55960,0,0,113771,0,0,0,0,0,0,0,0,0,0,4930,1591,0,0,0,0,0,0,0,0,CA051910551,2008-12-08,Dead: Infectious death,2008-12-15,2008-08-29,F,NA,NA,NA,NA,1,2008-12-15,No,Anemia (whole blood loss),Censored,Haemonchus placei,NA,NA,Bujwanga (19),absent,Dead,0,15.428571428571429,CT,Other
RED002074,VRC010198,AnEh,8528,4616,3898,ThBa,226,66,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA030710198,2008-12-08,Alive,NA,2008-12-02,F,23.5,10.5,76,23.5,1,NA,NA,NA,Alive,NA,NA,NA,Otimong (7),NA,Alive,0,51,CC,No
RED002076,VCC010071,AnEh,312022,282275,256724,ThBa,16411,13620,9961,5335,0,0,226130,0,0,0,0,0,0,0,0,0,0,1830,0,0,7386,0,0,0,0,0,0,CA010310071,2008-12-08,Alive,NA,2008-08-27,M,NA,NA,NA,NA,1,NA,NA,NA,Alive,NA,NA,NA,Kokare (3),NA,Alive,0,51,CT,No
RED002077,VRC010107,AnEh,14642,8099,6590,ThBa,61,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA020410107,2008-12-09,Alive,NA,2008-12-05,M,46,27.5,45,39.5,1,NA,NA,NA,Alive,NA,NA,NA,Mabusi (4),NA,Alive,0,51,CT,No
RED002080,VRC110103,AnEh,22012,13118,11137,ThBa,100,32,21,3127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA020410103,2008-12-10,Alive,NA,2008-10-10,F,18,5.5,15,6,11,NA,NA,NA,Alive,NA,NA,NA,Mabusi (4),NA,Alive,0,51,CT,No
RED002082,VRC010256,AnEh,924,452,381,ThBa,158,59,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA030910256,2008-12-11,Dead: Infectious death,2008-12-11,2008-12-07,M,83,11.5,28.5,29.5,1,2008-12-11,No,Unknown,Dead,Theileria parva,NA,NA,Bulwani (9),absent,Dead,1,0.5714285714285714,CC,Other
RED002084,VRC010075,AnEh,3224,2090,1577,ThBa,1184,215,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA010310075,2008-12-15,Alive,NA,2008-12-10,M,30,7,27,7.5,1,NA,NA,NA,Alive,NA,NA,NA,Kokare (3),NA,Alive,0,51,CT,No
RED002086,VCC020125,AnEh,126895,86746,77431,ThBa,9637,7848,5864,33034,0,0,0,0,0,0,0,0,0,0,0,0,0,5651,0,0,0,0,0,0,0,0,0,CA020510125,2008-12-15,Dead: Infectious death,2008-11-26,2008-03-18,F,NA,NA,NA,NA,2,2008-12-17,Yes,Anemia (whole blood loss),Censored,Haemonchus placei,Intestinal mucosa inflammation,Helminthisasis,Kamunuoit (5),absent,Dead,0,39.142857142857146,CC,Other
RED002087,VRC010555,AnEh,4378,2403,1993,ThBa,436,66,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA051910555,2008-12-16,Alive,NA,2008-12-10,F,32.5,5,11,21.5,1,NA,NA,NA,Alive,NA,NA,NA,Bujwanga (19),NA,Alive,0,51,CC,No
RED002089,VRC010556,AnEh,5230,3319,2693,ThBa,428,62,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA051910556,2008-12-16,Dead: Infectious death,2009-01-19,2008-12-13,M,82,16,7,18.5,1,2009-01-19,Yes,Nervous system abnormalities,Censored,Ehrlichia ruminatum,Nervous system abnormalities,Lead poisoning,Bujwanga (19),absent,Dead,0,5.285714285714286,CT,Other
RED002091,VRC010406,AnEh,5376,3996,3416,ThBa,1151,253,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA031410406,2008-12-18,Alive,NA,2008-12-15,M,55.5,10,23.5,31,1,NA,NA,NA,Alive,NA,NA,NA,Simur East (14),NA,Alive,0,51,CT,No
RED002095,VRC010228,AnEh,10806,7587,6025,ThBa,1485,585,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA030810228,2009-01-05,Alive,NA,2008-12-30,M,37.5,31,27.5,7,1,NA,NA,NA,Alive,NA,NA,NA,Igero (8),NA,Alive,0,51,CC,No
RED002097,VRC010019,AnEh,15811,7824,6652,ThBa,678,152,87,1499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA010110019,2009-01-06,Dead: Infectious death,2009-11-18,2009-01-02,M,86.5,15,88.5,36,1,2009-11-18,Yes,Anemia (whole blood loss),Censored,Haemonchus placei,NA,NA,East Siboti (1),absent,Dead,0,45.714285714285715,CC,Other
RED002099,VRC010020,AnEh,46354,20977,18555,ThBa,913,146,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA010110020,2009-01-06,Dead: Infectious death,2009-11-18,2009-01-01,M,99,21,49,21,1,2009-11-18,No,Anemia (whole blood loss),Censored,Haemonchus placei,Circulating lymphoblasts,Theileriosis,East Siboti (1),absent,Dead,0,45.857142857142854,CC,Other
RED002102,VRC260097,AnEh,13878,9714,8837,ThBa,2273,1434,972,0,0,0,7322,0,0,0,0,0,0,0,0,0,0,808,0,0,0,0,0,0,0,0,0,CA020410097,2008-11-05,Alive,NA,2008-05-10,F,8,17.5,2.5,2,26,NA,NA,NA,Alive,NA,NA,NA,Mabusi (4),NA,Alive,0,51,CT,No
RED002103,VRC260098,AnEh,28917,18662,16108,ThBa,189835,137268,89163,0,0,0,11690,0,0,0,0,0,0,0,0,0,0,88942,0,0,0,0,0,0,0,0,0,CA020410098,2008-11-05,Alive,NA,2008-05-09,M,10.5,55,4.5,7.5,26,NA,NA,NA,Alive,NA,NA,NA,Mabusi (4),NA,Alive,0,51,CT,No
RED002104,VRC060103,AnEh,2200,1140,907,ThBa,66,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA020410103,2008-11-05,Alive,NA,2008-10-10,F,38,7,36.5,5,6,NA,NA,NA,Alive,NA,NA,NA,Mabusi (4),NA,Alive,0,51,CT,No
RED002105,VRC460094,AnEh,634379,431148,390311,ThBa,24846,17422,12427,4451,0,0,310194,0,0,24778,0,0,1607,0,0,0,0,8011,4225,0,0,0,0,0,0,0,0,CA020410094,2008-11-05,Alive,NA,2007-12-18,F,55.5,5,4.5,11.5,46,NA,NA,NA,Alive,NA,NA,NA,Mabusi (4),NA,Alive,0,51,CT,No
RED002106,VRC310095,AnEh,1938,1273,1132,ThBa,485,114,69,0,0,0,1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA020410095,2008-11-05,Alive,NA,2008-04-05,M,62.5,34,3,5.5,31,NA,NA,NA,Alive,NA,NA,NA,Mabusi (4),NA,Alive,0,51,CT,No
RED002108,VRC510183,AnEh,517639,437414,304153,ThBa,264545,160529,126050,0,0,0,150662,0,0,140110,0,0,0,0,0,0,0,63124,46246,0,0,16601,0,0,0,0,0,CA030710183,2008-11-06,Alive,NA,2007-11-14,F,12,6,2,12.5,51,NA,NA,NA,Alive,NA,NA,NA,Otimong (7),NA,Alive,0,51,CT,No
RED002109,VRC160193,AnEh,4705,3423,2673,ThBa,204510,106340,85310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58390,26432,0,0,0,0,0,0,0,0,CA030710193,2008-11-06,Alive,NA,2008-07-15,M,6,37,2,3,16,NA,NA,NA,Alive,NA,NA,NA,Otimong (7),NA,Alive,0,51,CT,No
RED002110,VRC310188,AnEh,28972,23849,19698,ThBa,396,114,59,1372,0,0,5686,0,0,0,0,7152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA030710188,2008-11-06,Alive,NA,2008-04-06,M,19.5,25,3.5,6,31,NA,NA,NA,Alive,NA,NA,NA,Otimong (7),NA,Alive,0,51,CC,No
RED002111,VRC260190,AnEh,1550962,1273482,1138717,ThBa,2187,885,589,0,0,0,811947,0,0,0,0,3925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA030710190,2008-11-06,Alive,NA,2008-05-10,F,72,38,4,25,26,NA,NA,NA,Alive,NA,NA,NA,Otimong (7),NA,Alive,0,51,CC,No
RED002112,VRC510182,AnEh,78929,58352,50474,ThBa,1535,715,439,3286,0,0,14151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA030710182,2008-11-06,Alive,NA,2007-11-16,M,76,54.5,9,6,51,NA,NA,NA,Alive,NA,NA,NA,Otimong (7),NA,Alive,0,51,TT,No
RED002114,VRC410186,AnEh,89378,75490,46078,ThBa,21096,11113,9315,2352,0,0,35085,0,0,0,0,0,0,0,0,0,0,4626,1042,0,0,3532,0,0,0,0,0,CA030710186,2008-11-06,Alive,NA,2008-01-22,M,33,4,6,31,41,NA,NA,NA,Alive,NA,NA,NA,Otimong (7),NA,Alive,0,51,TT,No
RED002115,VRC060552,AnEh,776,428,301,ThBa,1359,134,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA051910552,2008-11-10,Alive,NA,2008-10-07,M,12.5,7,3,10.5,6,NA,NA,NA,Alive,NA,NA,NA,Bujwanga (19),NA,Alive,0,51,CT,No
RED002116,VRC210548,AnEh,23992,19284,17128,ThBa,192443,68,47,0,0,0,2529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA051910548,2008-11-10,Alive,NA,2008-06-16,F,24.5,8,2.5,4.5,21,NA,NA,NA,Alive,NA,NA,NA,Bujwanga (19),NA,Alive,0,51,CT,No
RED002120,VRC110551,AnEh,19539,14545,11493,ThBa,60372,33786,26754,0,0,0,0,0,0,0,0,1327,0,0,0,0,0,12894,1693,11822,0,0,0,0,0,0,0,CA051910551,2008-11-10,Dead: Infectious death,2008-12-15,2008-08-29,F,7.5,88,3,2,11,2008-12-15,No,Anemia (whole blood loss),Censored,Haemonchus placei,NA,NA,Bujwanga (19),absent,Dead,0,15.428571428571429,CT,Other
RED002125,VRC160489,AnEh,13623,9196,7568,ThBa,33191,237,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA041710489,2008-11-11,Alive,NA,2008-07-21,F,11,11,1,2,16,NA,NA,NA,Alive,NA,NA,NA,Kodiere (17),NA,Alive,0,51,CC,No
RED002127,VCC030576,AnEh,838482,587338,513662,ThBa,25547,18710,15403,2678,0,0,252643,0,0,187953,0,0,0,0,0,0,0,6065,0,0,0,9118,0,0,0,0,0,CA052010576,2008-11-11,Dead: Infectious death,2008-11-25,2008-04-26,M,NA,NA,NA,NA,3,2009-01-04,No,Lymphoblastic interstitial pneumonia,Dead,Theileria parva,Cachexia,Poor nutrition,Magombe East (20),absent,Dead,1,36.142857142857146,CC,ECF
RED002128,VCC020577,AnEh,166925,110670,98215,ThBa,20542,15298,12810,20446,0,0,38385,0,0,0,0,0,0,0,0,0,0,0,11795,752,0,0,0,0,0,0,0,CA052010577,2008-11-11,Dead: Infectious death,2008-11-25,2008-05-29,M,NA,NA,NA,NA,2,2008-12-01,Yes,Lymphoblastic interstitial pneumonia,Dead,Theileria parva,Anaemia,Trypanosomiasis,Magombe East (20),absent,Dead,1,26.571428571428573,CC,ECF
RED002129,VRC210068,AnEh,51139,43680,38985,ThBa,24301,18337,10895,0,0,0,0,0,0,26611,0,0,0,0,0,0,0,5223,2244,0,0,3428,0,0,0,0,0,CA010310068,2008-11-12,Alive,NA,2008-06-19,F,16.5,3,2,11.5,21,NA,NA,NA,Alive,NA,NA,NA,Kokare (3),NA,Alive,0,51,CT,No
RED002130,VRC310065,AnEh,43828,36329,32922,ThBa,81,10,5,4458,0,0,15435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA010310065,2008-11-12,Alive,NA,2008-04-12,F,10,37,16,47.5,31,NA,NA,NA,Alive,NA,NA,NA,Kokare (3),NA,Alive,0,51,CT,No
RED002131,VRC110072,AnEh,129403,110842,100653,ThBa,90106,17752,7566,0,0,0,90600,0,0,0,0,0,0,0,0,0,0,6701,865,0,0,0,0,0,0,0,0,CA010310072,2008-11-12,Alive,NA,2008-08-26,F,8.5,52,3.5,5,11,NA,NA,NA,Alive,NA,NA,NA,Kokare (3),NA,Alive,0,51,CT,No
