sample_id,visit_id,pcr_primers_ae,total_sequencing_reads_ae,reads_with_pcr_primers_ae,filtered_reads_ae,pcr_primers_tb,total_sequencing_reads_tb,reads_with_pcr_primers_tb,filtered_reads_tb,anaplasma_bovis_u03775_ae,anaplasma_bovis_ab983439_ae,anaplasma_marginale_cp000030_ae,anaplasma_platys_like_ku585990_ae,anaplasma_phagocytophilum_u02521_ae,candidatus_anaplasma_boleense_ku586025_ae,uncultured_anaplasma_sp_clone_saso_ky924885_ae,uncultured_anaplasma_sp_jn862825_ae,ehrlichia_sp_tibet_ehrlichia_canis_ehrlichia_minasensis_af414399_ay394465_mt163430_ae,ehrlichia_ruminantium_x61659_ae,anaplasma_platys_ef139459_ae,babesia_bigemina_ay603402_tb,babesia_bigemina_lk391709_tb,babesia_bigemina_ku206291_tb,theileria_mutans_af078815_tb,theileria_sp_strain_msd_af078816_tb,theileria_parva_l02366_tb,theileria_taurotragi_l19082_tb,theileria_velifera_af097993_tb,babesia_bovis_kf928959_tb,babesia_bovis_aaxt01000002_tb,babesia_bovis_ay603398_tb,babesia_bigemina_lk391709_2_tb,babesia_bovis_jq437260_tb,calf_id,visit_date,dead_or_alive_at_end_of_study,date_last_visit_with_data,date_of_birth,calf_sex,serology_t_parva,serology_t_mutans,serology_b_bigemina,serology_a_marginale,sample_week,date_of_death,euthanised,immediate_cause_pathology,definitive_aetiological_cause,definitive_cause_pathogen,contributing_pathology_1,contributing_cause_1,agro_ecological_zones,haemonchosis_coinfection,dead_or_alive_simple,event,time_to_event,genotype,died
RED004395,VRC460043,AnEh,67110,61290,56327,ThBa,157721,96628,65380,0,0,0,51680,0,0,0,0,0,0,0,0,0,0,25630,8378,0,0,31258,0,0,0,0,0,CA010210043,2009-07-22,Alive,NA,2008-09-03,M,43.5,61.5,3,29,46,NA,NA,NA,Alive,NA,NA,NA,Kidera (2),NA,Alive,0,51,CC,No
RED004396,VCC010350,AnEh,4927,1675,1184,ThBa,27744,6051,2603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2536,0,0,0,0,0,0,0,CA031210350,2009-07-22,Dead: Infectious death,2009-07-06,2009-05-24,M,NA,NA,NA,NA,1,2009-07-26,No,Lymphoblastic interstitial pneumonia,Dead,Theileria parva,NA,NA,Bumala A (12),absent,Dead,1,9,CC,ECF
RED004397,VRC510283,AnEh,2949,1928,1632,ThBa,344637,227525,187802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179377,7133,0,0,905,0,0,0,0,0,CA031010283,2009-07-23,Alive,NA,2008-08-04,M,17.5,72.5,3,6,51,NA,NA,NA,Alive,NA,NA,NA,Bukati (10),NA,Alive,0,51,CC,No
RED004398,VRC110292,AnEh,89749,77914,67182,ThBa,304,72,12,52464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA031010292,2009-07-23,Alive,NA,2009-05-08,M,18.5,10.5,6,9,11,NA,NA,NA,Alive,NA,NA,NA,Bukati (10),NA,Alive,0,51,CC,No
RED004399,VRC510282,AnEh,98798,78902,69181,ThBa,158714,117314,91289,0,0,0,0,0,0,47740,0,0,0,0,0,0,0,58127,15473,0,0,17446,0,0,0,0,0,CA031010282,2009-07-23,Alive,NA,2008-07-30,F,9,18.5,3,18,51,NA,NA,NA,Alive,NA,NA,NA,Bukati (10),NA,Alive,0,51,CT,No
RED004402,VRC010415,AnEh,9644,5883,3373,ThBa,459,202,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA031410415,2009-07-22,Alive,NA,2009-07-17,M,85.5,80.5,92,14.5,1,NA,NA,NA,Alive,NA,NA,NA,Simur East (14),NA,Alive,0,51,CC,No
RED004404,VRC010351,AnEh,975,750,603,ThBa,656,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA031210351,2009-07-22,Alive,NA,2009-07-19,F,64,25,32,12.5,1,NA,NA,NA,Alive,NA,NA,NA,Bumala A (12),NA,Alive,0,51,CT,No
RED004406,VRC010055,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA010210055,2009-07-23,Alive,NA,2009-07-16,M,88.5,27,60,57.5,1,NA,NA,NA,Alive,NA,NA,NA,Kidera (2),NA,Alive,0,51,TT,No
RED004409,VRC010177,AnEh,32971,20861,16315,ThBa,1956,755,512,0,0,0,1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA020610177,2009-07-27,Alive,NA,2009-07-22,F,28,20.5,26.5,86.5,1,NA,NA,NA,Alive,NA,NA,NA,Karisa (6),NA,Alive,0,51,CC,No
RED004413,VRC010386,AnEh,58997,52362,46298,ThBa,32919,216,147,0,0,0,28837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA031310386,2009-07-29,Alive,NA,2009-07-25,M,57.5,14.5,8.5,25,1,NA,NA,NA,Alive,NA,NA,NA,Yiro West (13),NA,Alive,0,51,CC,No
RED004415,VRC010387,AnEh,8570,5594,4705,ThBa,553,393,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA031310387,2009-07-29,Dead: Infectious death,2010-06-16,2009-07-24,F,42.5,13,15.5,23,1,2010-06-16,No,Periacinar to midzonal hepatic necrosis,Censored,No Pathogen Found,Toxicity,Unknown,Yiro West (13),absent,Dead,0,46.714285714285715,CT,Other
RED004417,VRC010325,AnEh,13367,7048,5977,ThBa,2953,1344,965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,0,0,0,0,0,0,0,0,0,CA031110325,2009-07-30,Dead: Infectious death,2010-01-21,2009-07-27,F,9,17,70.5,19.5,1,2010-01-23,No,Unknown,Censored,No Pathogen Found,NA,NA,Ikonzo (11),absent,Dead,0,25.714285714285715,CT,Other
RED004419,VRC010594,AnEh,6703,5070,4253,ThBa,502,336,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA052010594,2009-07-30,Dead: Infectious death,2009-09-01,2009-07-27,M,62.5,28,103,10.5,1,2009-09-04,No,Septicaemia,Censored,No Pathogen Found,NA,NA,Magombe East (20),absent,Dead,0,5.571428571428571,TT,Other
RED004421,VRC010178,AnEh,10219,6590,5255,ThBa,1560,242,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA020610178,2009-08-03,Alive,NA,2009-07-29,F,4,14.5,12.5,4,1,NA,NA,NA,Alive,NA,NA,NA,Karisa (6),NA,Alive,0,51,TT,No
RED004423,VRC010028,AnEh,16095,7914,6610,ThBa,645,191,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA010110028,2009-08-03,Dead: Infectious death,2009-08-03,2009-07-31,M,1,67.5,39.5,1,1,2009-08-24,No,Starvation,Censored,No Pathogen Found,NA,NA,East Siboti (1),absent,Dead,0,3.4285714285714284,TT,Other
RED004425,VRC010235,AnEh,1581,1131,871,ThBa,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA030810235,2009-08-04,Alive,NA,2009-08-01,F,39,21,13,10.5,1,NA,NA,NA,Alive,NA,NA,NA,Igero (8),NA,Alive,0,51,CC,No
RED004427,VRC160382,AnEh,39323,34077,30830,ThBa,4150,1641,1103,0,0,0,28962,0,0,0,0,0,0,0,0,0,0,922,0,0,0,0,0,0,0,0,0,CA031310382,2009-08-04,Alive,NA,2009-04-25,F,7.5,30,2,3.5,16,NA,NA,NA,Alive,NA,NA,NA,Yiro West (13),NA,Alive,0,51,CC,No
RED004428,VRC060384,AnEh,3880,2751,2366,ThBa,1942,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA031310384,2009-08-04,Alive,NA,2009-06-12,M,45.5,10.5,2.5,4,6,NA,NA,NA,Alive,NA,NA,NA,Yiro West (13),NA,Alive,0,51,CT,No
RED004429,VRC060383,AnEh,3926,2880,2274,ThBa,715838,8785,6937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1689,0,5006,0,0,0,0,0,0,0,CA031310383,2009-08-04,Alive,NA,2009-06-12,F,17.5,30.5,5,5.5,6,NA,NA,NA,Alive,NA,NA,NA,Yiro West (13),NA,Alive,0,51,CC,No
RED004430,VRC460374,AnEh,1522,1157,969,ThBa,423,154,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA031310374,2009-08-04,Alive,NA,2008-09-18,M,91,29.5,8,5.5,46,NA,NA,NA,Alive,NA,NA,NA,Yiro West (13),NA,Alive,0,51,CC,No
RED004437,VRC010207,AnEh,16015,9819,8215,ThBa,5267,3126,2077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754,0,0,0,0,0,0,0,0,0,CA030710207,2009-08-11,Alive,NA,2009-08-05,F,58,52,9,14,1,NA,NA,NA,Alive,NA,NA,NA,Otimong (7),NA,Alive,0,51,TT,No
RED004443,VCC020435,AnEh,8343,5029,4213,ThBa,76888,59832,46593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46250,0,0,0,0,0,0,0,CA041510435,2009-08-14,Dead: Infectious death,2009-07-27,2008-11-22,M,NA,NA,NA,NA,2,2009-08-19,No,Lymphoblastic interstitial pneumonia,Dead,Theileria parva,NA,NA,Namboboto (15),absent,Dead,1,38.57142857142857,CT,ECF
RED004445,VRC010265,AnEh,23022,14278,11350,ThBa,1030,473,336,0,0,0,0,0,0,1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA030910265,2009-08-18,Alive,NA,2009-08-15,F,83.5,54.5,7,11.5,1,NA,NA,NA,Alive,NA,NA,NA,Bulwani (9),NA,Alive,0,51,TT,No
RED004448,VRC010266,AnEh,3866,2437,1996,ThBa,345,130,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA030910266,2009-08-18,Alive,NA,2009-08-15,M,32.5,30.5,14,26.5,1,NA,NA,NA,Alive,NA,NA,NA,Bulwani (9),NA,Alive,0,51,CC,No
RED004450,VCC010109,AnEh,15488,9340,7535,ThBa,85058,61315,38144,0,0,0,0,0,0,2935,0,0,0,0,0,0,0,14113,641,23390,0,0,0,0,0,0,0,CA020410109,2009-08-19,Alive,NA,2009-01-08,M,NA,NA,NA,NA,1,NA,NA,NA,Alive,NA,NA,NA,Mabusi (4),NA,Alive,0,51,TT,No
RED004451,VRC010506,AnEh,53898,43799,39203,ThBa,903,0,0,0,0,0,24835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA041710506,2009-08-19,Alive,NA,2009-08-14,M,14.5,16,9.5,6,1,NA,NA,NA,Alive,NA,NA,NA,Kodiere (17),NA,Alive,0,51,CC,No
RED004453,VRC010354,AnEh,1813,1162,926,ThBa,1133,301,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA031210354,2009-08-20,Alive,NA,2009-08-17,F,86,20,10,21,1,NA,NA,NA,Alive,NA,NA,NA,Bumala A (12),NA,Alive,0,51,CC,No
RED004455,VRC010208,AnEh,13612,7719,6068,ThBa,2768,1132,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA030710208,2009-08-24,Alive,NA,2009-08-18,F,39.5,15.5,45,15,1,NA,NA,NA,Alive,NA,NA,NA,Otimong (7),NA,Alive,0,51,CC,No
RED004457,VRC010056,AnEh,2348,1757,1412,ThBa,73,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA010210056,2009-08-25,Alive,NA,2009-08-18,M,65.5,56.5,24,54.5,1,NA,NA,NA,Alive,NA,NA,NA,Kidera (2),NA,Alive,0,51,CC,No
RED004462,VRC010296,AnEh,21242,15582,12901,ThBa,44,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA031010296,2009-08-26,Alive,NA,2009-08-20,M,13.5,11,14,15.5,1,NA,NA,NA,Alive,NA,NA,NA,Bukati (10),NA,Alive,0,51,CC,No
RED004467,VRC010267,AnEh,2069,1333,1132,ThBa,369,70,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA030910267,2009-08-27,Alive,NA,2009-08-24,F,10.5,19,28.5,7.5,1,NA,NA,NA,Alive,NA,NA,NA,Bulwani (9),NA,Alive,0,51,CC,No
RED004469,VRC010236,AnEh,4079,2900,2459,ThBa,141,39,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA030810236,2009-08-27,Alive,NA,2009-08-24,M,30.5,20,16,30,1,NA,NA,NA,Alive,NA,NA,NA,Igero (8),NA,Alive,0,51,CC,No
RED004473,VRC010298,AnEh,64281,44436,36796,ThBa,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA031010298,2009-08-31,Alive,NA,2009-08-26,F,71.5,13,33.5,37.5,1,NA,NA,NA,Alive,NA,NA,NA,Bukati (10),NA,Alive,0,51,CT,No
RED004475,VRC010145,AnEh,296,196,174,ThBa,53,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA020510145,2009-09-01,Alive,NA,2009-08-26,M,30.5,2.5,5,5.5,1,NA,NA,NA,Alive,NA,NA,NA,Kamunuoit (5),NA,Alive,0,51,CC,No
RED004477,VRC010445,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA041510445,2009-09-01,Alive,NA,2009-08-26,F,9,4,9,16.5,1,NA,NA,NA,Alive,NA,NA,NA,Namboboto (15),NA,Alive,0,51,CT,No
RED004481,VRC010565,AnEh,16273,12505,11166,ThBa,4090,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA051910565,2009-09-02,Alive,NA,2009-08-27,M,104,64,81.5,11,1,NA,NA,NA,Alive,NA,NA,NA,Bujwanga (19),NA,Alive,0,51,CT,No
RED004483,VRC010388,AnEh,3413,2481,1938,ThBa,1053,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA031310388,2009-09-02,Alive,NA,2009-08-27,M,88.5,6,11.5,14.5,1,NA,NA,NA,Alive,NA,NA,NA,Yiro West (13),NA,Alive,0,51,CC,No
RED004487,VRC010029,AnEh,111703,94695,84285,ThBa,478,3,0,0,0,0,17066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA010110029,2009-09-03,Alive,NA,2009-08-31,M,72.5,10,47,11,1,NA,NA,NA,Alive,NA,NA,NA,East Siboti (1),NA,Alive,0,51,CT,No
RED004489,VRC010237,AnEh,4977,3581,2957,ThBa,38,18,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA030810237,2009-09-07,Alive,NA,2009-08-31,F,50,56.5,51.5,27.5,1,NA,NA,NA,Alive,NA,NA,NA,Igero (8),NA,Alive,0,51,CC,No
RED004491,VRC010355,AnEh,3518,2376,2031,ThBa,949,417,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA031210355,2009-09-07,Alive,NA,2009-08-31,F,94,5,4.5,9.5,1,NA,NA,NA,Alive,NA,NA,NA,Bumala A (12),NA,Alive,0,51,CC,No
RED004495,VRC010179,AnEh,3901,2586,2061,ThBa,563,287,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA020610179,2009-09-08,Alive,NA,2009-09-02,M,10,8,23.5,51,1,NA,NA,NA,Alive,NA,NA,NA,Karisa (6),NA,Alive,0,51,TT,No
RED004497,VRC010535,AnEh,2895,2246,1896,ThBa,141,69,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA051810535,2009-09-09,Dead: Infectious death,2009-12-07,2009-09-05,M,25,9,3,5,1,2009-12-07,No,Unknown,Dead,Theileria parva,Anaemia,Haemonchosis,Luanda (18),present,Dead,1,13.285714285714286,CT,ECF
RED004500,VRC010536,AnEh,738,510,433,ThBa,2194,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA051810536,2009-09-09,Alive,NA,2009-09-06,F,48.5,24,21,9,1,NA,NA,NA,Alive,NA,NA,NA,Luanda (18),NA,Alive,0,51,CC,No
RED004502,VRC260526,AnEh,445517,284967,255744,ThBa,82909,51194,40472,0,0,0,251584,0,0,0,0,0,0,0,0,0,0,12598,21997,0,0,5726,0,0,0,0,0,CA051810526,2009-07-20,Alive,NA,2009-01-23,F,16,37.5,12.5,7,26,NA,NA,NA,Alive,NA,NA,NA,Luanda (18),NA,Alive,0,51,TT,No
RED004504,VRC060533,AnEh,30518,18136,14932,ThBa,13797,884,250,9266,0,0,2037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA051810533,2009-07-20,Alive,NA,2009-06-14,M,57.5,38,4,17.5,6,NA,NA,NA,Alive,NA,NA,NA,Luanda (18),NA,Alive,0,51,CT,No
RED004505,VRC060413,AnEh,3001,2293,2020,ThBa,45,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA031410413,2009-07-21,Alive,NA,2009-06-19,M,18.5,17.5,4.5,4,6,NA,NA,NA,Alive,NA,NA,NA,Simur East (14),NA,Alive,0,51,CC,No
RED004507,VRC160410,NA,0,0,0,NA,0,0,0,0,0,0,1005,0,0,0,0,0,0,0,0,0,0,4570,876,0,0,0,0,0,0,0,0,CA031410410,2009-07-21,Alive,NA,2009-03-31,F,3,16.5,1.5,22.5,16,NA,NA,NA,Alive,NA,NA,NA,Simur East (14),NA,Alive,0,51,CC,No
RED004508,VRC210409,AnEh,8557,6411,5770,ThBa,102808,1594,812,0,3162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA031410409,2009-07-21,Alive,NA,2009-02-26,M,4,8.5,15.5,10,21,NA,NA,NA,Alive,NA,NA,NA,Simur East (14),NA,Alive,0,51,TT,No
RED004509,VRC460402,AnEh,13374,11030,9747,ThBa,43925,33095,20793,0,0,0,4861,0,0,0,0,0,0,0,0,0,0,10493,3707,0,0,6145,0,0,0,0,0,CA031410402,2009-07-21,Alive,NA,2008-09-07,F,4,2,2,2,46,NA,NA,NA,Alive,NA,NA,NA,Simur East (14),NA,Alive,0,51,CC,No
RED004510,VRC360405,AnEh,28675,23618,21127,ThBa,685511,409985,341539,7028,7977,0,1703,0,0,0,0,0,0,0,0,0,0,60530,34673,0,0,246077,0,0,0,0,0,CA031410405,2009-07-21,Alive,NA,2008-11-12,F,25.5,46.5,10.5,4.5,36,NA,NA,NA,Alive,NA,NA,NA,Simur East (14),NA,Alive,0,51,TT,No
RED004511,VRC210050,AnEh,138403,117117,106779,ThBa,524175,256726,213952,1237,0,0,102562,0,0,0,0,0,0,0,0,0,0,149936,28918,0,0,34978,0,0,0,0,0,CA010210050,2009-07-22,Alive,NA,2009-02-27,M,24,5.5,4,5.5,21,NA,NA,NA,Alive,NA,NA,NA,Kidera (2),NA,Alive,0,51,CC,No
RED004512,VRC110051,AnEh,521,419,313,ThBa,2052,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA010210051,2009-07-22,Alive,NA,2009-04-30,M,15.5,4,2.5,18,11,NA,NA,NA,Alive,NA,NA,NA,Kidera (2),NA,Alive,0,51,CC,No
RED004513,VRC360045,AnEh,8907,6295,5629,ThBa,2276,93,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA010210045,2009-07-22,Alive,NA,2008-11-10,F,20.5,58.5,20,7,36,NA,NA,NA,Alive,NA,NA,NA,Kidera (2),NA,Alive,0,51,CT,No
RED004514,VRC260047,AnEh,19073,15193,13345,ThBa,189,1,0,1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA010210047,2009-07-22,Alive,NA,2009-01-20,F,51,7,2,7,26,NA,NA,NA,Alive,NA,NA,NA,Kidera (2),NA,Alive,0,51,TT,No
RED004516,VRC110052,AnEh,2708,1791,1405,ThBa,11660,2391,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA010210052,2009-07-22,Alive,NA,2009-05-06,M,10.5,39,14.5,9,11,NA,NA,NA,Alive,NA,NA,NA,Kidera (2),NA,Alive,0,51,CC,No
RED004518,VRC260288,AnEh,16289,10469,8511,ThBa,153,68,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA031010288,2009-07-23,Alive,NA,2009-02-03,M,11.5,4.5,17,15.5,26,NA,NA,NA,Alive,NA,NA,NA,Bukati (10),NA,Alive,0,51,CT,No
RED004521,VRC210289,AnEh,1009,593,441,ThBa,962,203,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA031010289,2009-07-23,Alive,NA,2009-03-04,M,6.5,17,23,8,21,NA,NA,NA,Alive,NA,NA,NA,Bukati (10),NA,Alive,0,51,CC,No
RED004522,VRC060294,AnEh,33607,23240,18826,ThBa,5644,811,374,0,0,0,1406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA031010294,2009-07-23,Alive,NA,2009-06-11,F,9.5,7,13,8,6,NA,NA,NA,Alive,NA,NA,NA,Bukati (10),NA,Alive,0,51,CC,No
RED004523,VRC160291,AnEh,29337,19220,15491,ThBa,1794,501,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA031010291,2009-07-23,Alive,NA,2009-04-12,M,2,2,2,2,16,NA,NA,NA,Alive,NA,NA,NA,Bukati (10),NA,Alive,0,51,CC,No
RED004524,VRC260287,AnEh,86918,61699,51124,ThBa,69699,52306,41060,2193,0,0,0,0,0,0,0,0,0,0,0,0,0,15036,0,0,0,2479,0,0,0,0,0,CA031010287,2009-07-23,Alive,NA,2009-01-28,M,20.5,47.5,18.5,5.5,26,NA,NA,NA,Alive,NA,NA,NA,Bukati (10),NA,Alive,0,51,CT,No
RED004525,VRC360286,AnEh,63741,49313,41746,ThBa,367115,180229,148469,6124,13852,0,3485,0,0,0,0,5439,0,0,0,0,0,13959,4745,0,0,128857,0,0,0,0,0,CA031010286,2009-07-23,Alive,NA,2008-11-15,F,13,14.5,8.5,3,36,NA,NA,NA,Alive,NA,NA,NA,Bukati (10),NA,Alive,0,51,CC,No
RED004526,VRC410284,AnEh,11950,9422,8420,ThBa,93187,58811,47671,3828,4004,0,0,0,0,0,0,0,0,0,0,0,0,0,9332,0,0,38216,0,0,0,0,0,CA031010284,2009-07-23,Alive,NA,2008-10-16,F,4,12,2,4,41,NA,NA,NA,Alive,NA,NA,NA,Bukati (10),NA,Alive,0,51,CC,No
RED004531,VRC210437,AnEh,44552,38461,35408,ThBa,23,0,0,5314,18638,0,10367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA041510437,2009-07-27,Alive,NA,2009-02-27,F,18,25,11.5,44,21,NA,NA,NA,Alive,NA,NA,NA,Namboboto (15),NA,Alive,0,51,CT,No
RED004533,VRC260436,AnEh,3179,2876,2626,ThBa,134,76,58,0,0,0,2259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA041510436,2009-07-27,Alive,NA,2009-02-12,M,3,3,4,6,26,NA,NA,NA,Alive,NA,NA,NA,Namboboto (15),NA,Alive,0,51,TT,No
RED004534,VRC110591,AnEh,1072,694,622,ThBa,42639,33174,27742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27733,0,0,0,0,0,0,0,0,0,CA052010591,2009-07-28,Alive,NA,2009-05-22,F,2.5,38.5,4,40.5,11,NA,NA,NA,Alive,NA,NA,NA,Magombe East (20),NA,Alive,0,51,CC,No
RED004537,VRC110592,AnEh,74073,50939,41747,ThBa,13020,8334,6595,30824,0,0,0,0,0,0,0,5059,0,0,0,0,0,3939,2094,0,0,0,0,0,0,0,0,CA052010592,2009-07-28,Alive,NA,2009-05-29,F,2,2,6,7,11,NA,NA,NA,Alive,NA,NA,NA,Magombe East (20),NA,Alive,0,51,CC,No
RED004538,VRC060593,AnEh,26361,15169,11670,ThBa,20314,17281,14201,0,0,0,4504,0,0,0,0,1082,0,0,0,0,0,12393,0,0,1388,0,0,0,0,0,0,CA052010593,2009-07-28,Alive,NA,2009-06-16,M,6.5,16.5,3.5,7,6,NA,NA,NA,Alive,NA,NA,NA,Magombe East (20),NA,Alive,0,51,CC,No
RED004539,VRC260138,AnEh,8657,6899,6111,ThBa,64431,31045,25047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22924,0,0,0,1585,0,0,0,0,0,CA020510138,2009-07-29,Alive,NA,2009-01-31,M,15,6,3.5,36,26,NA,NA,NA,Alive,NA,NA,NA,Kamunuoit (5),NA,Alive,0,51,CT,No
RED004540,VRC210139,AnEh,25519,23537,22154,ThBa,31759,14079,11256,0,0,0,20825,0,0,0,0,0,0,0,0,0,0,9985,0,0,0,0,0,0,0,0,0,CA020510139,2009-07-29,Alive,NA,2009-03-01,F,16.5,2,24,6,21,NA,NA,NA,Alive,NA,NA,NA,Kamunuoit (5),NA,Alive,0,51,CT,No
RED004541,VRC160141,AnEh,33216,20712,15832,ThBa,5259,1160,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA020510141,2009-07-29,Alive,NA,2009-04-12,M,46,7,2,2.5,16,NA,NA,NA,Alive,NA,NA,NA,Kamunuoit (5),NA,Alive,0,51,CT,No
RED004542,VRC210140,AnEh,2527,2028,1785,ThBa,6797,2554,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1370,0,0,0,0,0,0,0,0,0,CA020510140,2009-07-29,Alive,NA,2009-03-13,M,10.5,14.5,2,3,21,NA,NA,NA,Alive,NA,NA,NA,Kamunuoit (5),NA,Alive,0,51,CT,No
RED004543,VRC060144,AnEh,6433,4252,3611,ThBa,284,60,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA020510144,2009-07-29,Alive,NA,2009-06-24,F,75.5,54.5,48.5,10,6,NA,NA,NA,Alive,NA,NA,NA,Kamunuoit (5),NA,Alive,0,51,CC,No
RED004544,VRC360135,AnEh,264010,243787,205842,ThBa,272,159,134,0,0,0,195296,0,0,1398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA020510135,2009-07-29,Alive,NA,2008-11-21,M,27,10,2.5,5,36,NA,NA,NA,Alive,NA,NA,NA,Kamunuoit (5),NA,Alive,0,51,CT,No
RED004545,VRC360315,AnEh,35865,30351,25221,ThBa,115,60,48,0,1665,0,0,0,0,23124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA031110315,2009-07-30,Alive,NA,2008-11-23,F,55,3,4,13,36,NA,NA,NA,Alive,NA,NA,NA,Ikonzo (11),NA,Alive,0,51,CC,No
